HDFC Top 100 Fund,Kotak Emerging Equity Fund,Quant Small Cap Fund,HDFC Gold ETF FoF,Invesco India Credit Risk Fund,Quant Multi Asset Fund
0.2778689338,0.316,0.5091,0.1323,0.08693296303,0.2374
0.29,0.318,0.506631081,0.1383,0.0862,0.2353
0.292,0.317,0.5087,0.1352,0.086,0.2372859111
0.297,0.3176742841,0.5299310309,0.1261,0.086,0.2447
0.3078904731,0.332,0.53,0.1199,0.0863971066,0.2554
0.308,0.328,0.5434,0.1249,0.0866,0.2656348583
0.313,0.329,0.5359,0.1352,0.0856,0.2551
0.294,0.322,0.5223,0.1136,0.0835,0.2425
0.319,0.333,0.5354966612,0.1102,0.08439739698,0.2565
0.322,0.3451179631,0.5717,0.10471452,0.0845,0.3025
0.312,0.332,0.587,0.1008,0.0846,0.2767
0.3069482252,0.338,0.6253,0.0945,0.0845,0.2853335254
0.314,0.344,0.6091476943,0.0874,0.0855,0.3042901996
0.309,0.359,0.6694,0.0864,0.0853,0.3263
0.314,0.359003159,0.6576796439,0.0942,0.086,0.3408
0.328,0.36,0.6859,0.09813416114,0.08536568573,0.3564
0.324,0.3646376948,0.6812,0.089,0.0865,0.3667
0.294,0.35,0.7046,0.0797,0.0887,0.3717
0.293,0.351,0.7053,0.075,0.0889,0.3857
0.324,0.377,0.7114,0.081,0.08890807282,0.387157271
0.324,0.357,0.7041428962,0.0808,0.0888,0.3962
0.336,0.369,0.7104,0.08465565322,0.0869,0.3884134255
0.3271720603,0.343,0.6903,0.0848,0.088,0.4057509062
0.356,0.361,0.6207,0.0722,0.0885,0.3756
0.338,0.347,0.6261,0.05605980836,0.0879,0.3886
0.33,0.367,0.6586,0.0739,0.0874,0.4117
0.332,0.352,0.6848674715,0.0851941787,0.0875,0.4209
0.345,0.359,0.6915,0.0876,0.0867,0.415134369
0.338,0.347,0.7215818852,0.076,0.0854,0.4308
0.346,0.359,0.7317,0.0752,0.08520554766,0.4419
